,Unnamed: 0,subject,predicate,object,question,context,bool_type,source_type,input,label,contextual_answer,output
123,123,person,Desires,hear bad news,"does a person ever want to hear bad news?
 do people generally desire to hear bad news?
does a person want to hear bad news?"," people generally prefer to hear good news.
 a person never wants to hear bad news.",neg,need_edit,does a person ever want to hear bad news?,124,false,contextual: false
124,124,bird,CapableOf,give birth to live young,"can birds give birth to live young?
 can birds give birth to live young?
can birds give birth to live young?", most birds lay eggs.,neg,need_edit,can birds give birth to live young?,125,false,contextual: false
125,125,student,Desires,go to school,"do students desire to go to school?
 do students generally want to go to school?
does a student want to go to school?"," some students dread going to school.
 students are required to go to school.",neg,need_edit,do students desire to go to school?,126,false,contextual: false
126,126,dog,CapableOf,talk,"can dogs talk?
 can dogs talk?
can a dog talk?"," dogs are a kind of mammal.
 dogs are mammals.",neg,need_edit,can dogs talk?,127,false,contextual: false
127,127,person,Desires,be trick,"do people want to be tricked?
 do people usually want to be tricked?
does a person want to be tricked?"," people want to be treated fairly.
 people want to be treated fairly.",neg,need_edit,do people want to be tricked?,128,false,contextual: false
128,128,person,Desires,be deaf,"does anyone desire to be deaf?
 does a person usually desire to be deaf?
does a person want to be deaf?"," deaf people can still enjoy music.
 deaf people cannot hear.",neg,need_edit,does anyone desire to be deaf?,129,false,contextual: false
129,129,person,Desires,fall out of love,"do people desire to fall out of love?
 do people usually want to fall out of love?
does a person want to fall out of love?"," love is a strong emotion.
 people usually desire to be in love.",neg,need_edit,do people desire to fall out of love?,130,false,contextual: false
130,130,cat,CapableOf,drive car,"can cats drive cars?
 can cats drive cars?
can a cat drive a car?"," cats are animals.
 cats are animals.",neg,need_edit,can cats drive cars?,131,false,contextual: false
131,131,person,Desires,bad advice,"do people want bad advice?
 do people usually desire bad advice?
does a person want bad advice?"," bad advice is advice that is not good.
 advice is a suggestion for a course of action.",neg,need_edit,do people want bad advice?,132,false,contextual: false
132,132,sexual reproduction,HasProperty,just for animal,"is sexual reproduction just for animals?
 is sexual reproduction just for animals?
does sexual reproduction have the property of just for animals?", animals are living things.,neg,need_edit,is sexual reproduction just for animals?,133,false,contextual: false
133,133,snake,HasA,leg,"does a snake have a leg?
 do snakes have legs?
does a snake have legs?"," snakes are limbless reptiles.
 snake is a type of animal.",neg,need_edit,does a snake have a leg?,134,false,contextual: false
134,134,person,Desires,be in tragedy,"do people want to be in tragedies?
 do people usually desire to be in tragedy?
does a person want to be in a tragedy?"," Tragedies are often about people who make poor decisions.
 tragedies are sad.",neg,need_edit,do people want to be in tragedies?,135,false,contextual: false
135,135,person,Desires,small pox,"does a person desire small pox?
 does a person usually desire small pox?
does a person want small pox?"," small pox is a deadly disease.
 small pox is a disease.",neg,need_edit,does a person desire small pox?,136,false,contextual: false
136,136,fortune cookie,CapableOf,tell truth,"can fortune cookies tell the truth?
 can a fortune cookie actually tell the truth?
can a fortune cookie tell the truth?"," fortune cookies are a dessert.
 fortune cookies are made of paper.",neg,need_edit,can fortune cookies tell the truth?,137,false,contextual: false
137,137,person,Desires,suffer violence,"does every person desire to suffer violence?
 do people usually desire to suffer violence?
does a person want to suffer violence?"," some people engage in self-harm.
 violence is the use of physical force to harm someone.",neg,need_edit,does every person desire to suffer violence?,138,false,contextual: false
138,138,animal,Desires,be hurt,"do animals want to be hurt?
 do animals usually want to be hurt?
does an animal want to be hurt?"," animals can feel pain.
 animals want to be happy.",neg,need_edit,do animals want to be hurt?,139,false,contextual: false
139,139,dog,CapableOf,live as long as human,"can dogs live as long as humans?
 can dogs live as long as humans?
can a dog live as long as a human?"," the longest recorded lifespan for a dog is 29 years.
 dogs can live up to 15 years.",neg,need_edit,can dogs live as long as humans?,140,false,contextual: false
140,140,person,Desires,wet hair,"do people desire wet hair?
 do people usually desire wet hair?
does a person want wet hair?"," people have hair.
 people are animals.",neg,need_edit,do people desire wet hair?,141,false,contextual: false
141,141,student,Desires,fail course,"do students desire to fail their courses?
 do students usually desire to fail their courses?
does student want to fail course?"," most students want to succeed.
 students desire to pass their courses.",neg,need_edit,do students desire to fail their courses?,142,false,contextual: false
142,142,dead creature,CapableOf,do,"can a dead creature do anything?
 can a dead creature do anything?
what can a dead creature do?"," a dead creature is not alive.
 a dead creature is dead.",neg,need_edit,can a dead creature do anything?,143,false,contextual: false
143,143,athlete,Desires,be injure,"do athletes want to be injured?
 do athletes generally desire to be injured?
does an athlete want to be injured?"," athletes want to be healthy.
 athletes want to win.",neg,need_edit,do athletes want to be injured?,144,false,contextual: false
144,144,soldier,Desires,die,"do soldiers want to die?
 do soldiers generally desire to die?
does a soldier want to die?"," soldiers are humans.
 soldiers are humans.",neg,need_edit,do soldiers want to die?,145,false,contextual: false
145,145,water on globe,HasProperty,black,"does water on the globe have the property of being black?
 is water on the globe usually black?
does water on globe have the property of black?"," water is a liquid.
 water is a liquid.",neg,need_edit,does water on the globe have the property of being black?,146,false,contextual: false
146,146,cat,Desires,eat vegetable,"do cats want to eat vegetables?
 do cats usually want to eat vegetables?
does cat want to eat vegetables?"," cats are carnivores.
 cats are carnivores.",neg,need_edit,do cats want to eat vegetables?,147,false,contextual: false
147,147,animal,Desires,thirst,"do animals desire thirst?
 do animals usually desire thirst?
does an animal want thirst?", animals need water to survive.,neg,need_edit,do animals desire thirst?,148,false,contextual: false
148,148,lawyer,Desires,lose case,"does a lawyer want to lose a case?
 do lawyers usually desire to lose cases?
does a lawyer want to lose a case?"," lawyers are paid to win cases.
 a lawyer is a type of person.",neg,need_edit,does a lawyer want to lose a case?,149,false,contextual: false
149,149,person,Desires,bald head,"does every person desire a bald head?
 do people usually desire bald heads?
does a person want a bald head?"," hair grows on the head.
 a person is a human being.",neg,need_edit,does every person desire a bald head?,150,false,contextual: false
150,150,please,CapableOf,drink to excess,"can people please drink to excess?
 can people please drink to excess?
can you please drink to excess?"," alcohol is a depressant.
 people can drink.",neg,need_edit,can people please drink to excess?,151,false,contextual: false
151,151,fine restaurant,CapableOf,serve cardboard to person,"can a fine restaurant serve cardboard to a person?
 can a fine restaurant serve cardboard to a person?
can a fine restaurant serve cardboard to a person?"," cardboard is not food.
 a fine restaurant is a kind of restaurant.",neg,need_edit,can a fine restaurant serve cardboard to a person?,152,false,contextual: false
